Abbott, Harvey L.
Johnson, Peter D., Jr.
Johnson, Roy A.
Jones, Anthony
Jones, Burton W.
Jones, F. Burton
Jones, J. E.
Jones, James P.
Jones, Kathryn F.
Jones, Peter W.
Jones, Roger L.
Jonoska, Natasa
Jonsson, Bjarni
Jorgensen, Leif K.
Joubert, Wayne D.
Joux, Antoine
Joyce, Dominic
Joyce, H.
Joyce, James
Jozsa, S.
Jucovic, Ernest
Judah, Haim I.
Judah, Sherry
Judin, A. A.
Juhasz, Istvan
Jung, H. A.
Jung, Hyung Chan
Jung, Soon-Mo
Junge, Bjarne
Jungnickel, Dieter
Jurek, Zbigniew
Jurkat, Wolfgang B.
Just, Bettina
Justicz, Joyce
Jutila, Matti
Kabell, Jerald A.
Kadlecek, David
Kafka, P.
Kafri, Oded
Kaftal, Victor G.
Kahale, Nabil
Kahane, Jean-Pierre
Kahane, Joseph
Kahaner, David K.
Kahn, Jeffry N.
Kaiser, Hans K.
Kajitani, Yoji
Kalai, Gil
Kalbfleisch, James G.
Kalisch, Gerhard K.
Kallenberg, Olav
Kallman, Robert R.
Kalmar, Laszlo
Kalton, Nigel J.
Kaluza, Theodor, Jr.
Kameda, Tsunehiko
Kamienny, Sheldon
Kaminski, Andrzej
Kamke, Erich
Kamps, H. J. L.
Kanagasabapathy, P.
Kanamori, Akihiro
Kane, Vinay G.
Kaneko, Atsushi
Kaniewski, Janusz
Kannan, Ravindran
Kannan, Sampath
Kannappan, Palaniappan
Kantor, K.
Kantor, Wallace
Kantor, William M.
Kapoor, S. F.
Karabed, Razmik
Karabeg, Dino
Karacuba, Anatolij A.
Karchmer, Mauricio
Kardos, Peter
Karlin, Anna R.
Karlin, Samuel
Karloff, Howard J.
Karmarkar, Narendra
Karolyi, Gy.
Karonski, Michal
Karp, Richard M.
Karpovsky, Mark G.
Karr, Alan
Karusch, William
Kasahara, Yuji
Kasch, Friedrich
Kasimatis, E. A.
Kasiraj, Jothi
Kassay, G.
Kasteleyn, P. W.
Kaszonyi, Laszlo
Kataoka, Toshitaka
Katchalski, Meir
Kato, Akio
Katoh, Naoki
Katona, Gyula O. H.
Katsevich, Alexander I.
Katsifarakis, K. L.
Katz, Ian
Katz, Paul
Katz, Shmuel
Katznelson, Yitzhak
Kaufman, B.
Kaufman, Edwin H., Jr.
Kaufman, Robert P.
Kaufmann, Matt
Kaugars, Agnis
Kay, David C.
Kaznachey, Dmitri
Kechris, Alexander S.
Kedem, Gershon
Kedem, Klara
Keedwell, Anthony Donald
Keeler, Emmett B.
Keeney, Ralph L.
Keich, Uri
Keil, J. Mark
Keisler, H. Jerome
Kelley, Carl T.
Kelly, B. G. A.
Kelly, David
Kelly, Leroy M.
Kelly, Patrick A.
Kelmans, Alexander K.
Kelsen, Pierre
Kemperman, Johannes Henricus Bernardus
Kempner, A. J.
Kenderov, Petar Stojanov
Kenelly, John W., Jr.
Kennedy, P. B.
Kennel, C. W.
Kent, Darrell C.
Kenyon, Claire
Keough, F. R.
Kerdock, Anthony M.
Kern, U.
Kern, Walter
Kershner, R.
Kertesz, Andor
Kervaire, Michel
Kessler, Irving
Kessler, Ofra
Kesten, Harry
Kestin, Joseph
Ketskemety, I.
Kezdy, Andre E.
Khairt, Mahmoud K.
Khamis, Soheir M.
Khavinson, Dmitry
Khelladi, Abdelkader
Khoo, David S. P.
Kibler, Robert E.
Kiefer, Jean
Kiesewetter, Helmut
Kilgore, Theodore A.
Kilgour, D. Marc
Killgrove, Raymond B.
Kilmister, Clive W.
Kim, Ann Chi
Kim, Hong W.
Kim, Jeong H.
Kim, Ki Hang
Kim, Sam M.
Kim, Su Hee
Kim, Suh-Ryung
Kimberling, Clark
Kimble, Robert J., Jr.
Kimmel, Peter G.
Kincaid, Wilfred M.
Kinch, Lael F.
Kincses, J.
King, Clarence
King, Ellen L.
King, R. Bruce
King, Valerie
Kingman, J. F. C.
Kiraly, Z.
Kirkland, Stephen J.
Kirkpatrick, David G.
Kirwan, William E., II
Kis, Otto
Kisilevsky, Hershy
Kiss, Emil W.
Kister, James Milton
Kitto, Cyrus
Kiuchi, Isao
Kiyota, Masao
Klarner, David A.
Klauder, John R.
Klazar, Martin
Klee, Karl
Klee, Victor L.
Kleeman, J.
Kleidman, Peter B.
Kleiman, Mark
Klein, David
Klein, Douglas J.
Klein, Rivka
Klein, Shmuel T.
Kleinberg, Eugene M.
Klema, Virginia C.
Klerlein, Joseph B.
Klimmek, Regina
Klincsek, G. T.
Kloks, Ton
Kloss, Kenneth E.
Knapowski, Stanislaw
Knaster, Bronislaw
Knebusch, Manfred
Knichal, Vladimir
Knill, Emanuel
Knisely, James
Knisley, Debra J.
Knop, Osvald
Knopfmacher, Arnold
Knopfmacher, John
Knopp, Konrad
Knopp, Marvin I.
Knowles, J. D.
Knowles, Kevin Maxwell
Knuth, Donald Ervin
Ko, C. S.
Ko, Tsz-Mei
Kobayashi, Kusuo
Kocay, William L.
Kochen, Simon
Kochenberger, Gary A.
Kochman, Fred
Koda, Yasunori
Kodaira, Kunihiko
Kodama, Akio
Kodama, Yukihiro
Koehl, F. S.
Koh, Khee Meng
Koh, S. H.
Kohavi, Zvi
Kohayakawa, Yoshiharu
Kohlbecker, Eugene E.
Kohler, Norbert
Kohls, Carl W.
Kohn, S.
Kojman, Menachem
Kok, J. J.
Kolaitis, Phokion G.
Kolasinska, Elzbieta
Kolb, Rickey A.
Kolen, Antoon W. J.
Kolesnik, Grigori
Kollar, Janos
Kolodner, Ignace I.
Kolountzakis, Mihail N.
Komlos, John
Kommel, Helene J.
Kompfner, R.
Konheim, Alan G.
Konishi, Hideo
Koo, S.
Koolen, Jacobus Hendricus
Kooman, Robert Jan
Kooshesh, Ali A.
Koplowitz, Jack
Koppelberg, Sabine
Kopperman, Ralph
Korach, Ephraim
Korchmaros, Gabor
Kordecki, Wojciech
Koren, Michael
Koren, Zahava
Korevaar, Jacob
Korman, Vladimir
Kornai, Andras
Kornatzky, Yoram
Korner, Janos
Kornprobst, Jean-Michel
Kornyei, I.
Korobov, Nikolai Mikhailovich
Korte, Bernhard
Korzhik, Vladimir P.
Kosaraju, S. Rao
Koslowski, Jurgen
Kossler, Milos
Kostant, Bertram
Kotecky, Roman
Koti, Kallappa M.
Kotlov, Andrew
Kotz, Samuel
Kotzig, Anton
Kou, Lawrence T.
Koubek, Vaclav
Kouemou-Patcheu, Solange
Kouider, Mekkia
Kountanis, Dionysios
Kovacs, Bela
Kovacs, Laszlo Gyorgy
Kovacs, Peter
Kovacs, Sandor J., Jr.
Kowalski, Oldrich
Kozen, Dexter
Kozlov, Dmitry N.
Kra, Bryna
Kraetzl, Miro
Kralik, Dezso
Kramer, Earl S.
Kramer, Judy
Krarup, Jakob
Krasikov, Ilia
Kratochvil, Jan
Krattenhaler, Christian
Kratzke, Thomas M.
Kraus, Sarit
Kravitz, Sidney
Kreher, Donald L.
Kreinovich, Vladik Ya.
Kriegel, Klaus
Krieger, Michael M.
Krisztin, Tibor
Kriz, Igor
Krogdahl, Stein
Kronk, Hudson V.
Kruskal, Clyde P.
Kruskal, Joseph B., Jr.
Kruyswijk, D.
Kucera, Ludek
Kucharczak, Jerzy
Kuczma, Marek
Kudar, J.
Kueker, David W.
Kuhlmann, Franz-Viktor
Kuhlmann, Salma
Kuhn, Harold W.
Kuhn, Thomas
Kuich, Werner
Kuijlaars, Arno B. J.
Kuklinski, Lisa
Kull, H.
Kulvetsas, L. L.
Kumar, Vijaya
Kung, Joseph P. S.
Kunth, Peter
Kuperberg, Greg
Kuperberg, Wlodzimierz
Kuran, Ulku
Kuratowski, Kasimierz
Kurkova, Vera
Kurshan, Robert P.
Kurtz, David
Kushilevitz, Eyal
Kushneriuk, S. A.
Kutten, Shay
Kuzyurin, N. N.
Kwiatkowski, D. J.
Kwizak, Michael
Kwong, Y. H. Harris
La Poutre, Johannes A.
Labahn, Roger
Laborde, Jean-Marie
Labuda, Iwo
Lachlan, Alistair H.
Lacoume, J. L.
Laczkovich, Miklos
Ladner, Richard E.
Laffey, Thomas J.
Laflamme, Claude
Lagarias, Jeffrey C.
Laha, R. G.
Lahiri, Debabrata B.
Lai, C. W.
Lai, Hang-Chin
Lai, Hong-Jian
Lai, Hongyuan
Lai, Ming Jun
Lai, Yung-Ling
Lakser, Harry
Lalani, Judith
Lalley, Steven P.
Lam, Clement Wing Hong
Lam, Tsit Yuen
LaMacchia, Brian A.
Laman, G.
Lambek, Joachim
Lamken, Esther R.
Lamperti, John
Lance, E. Christopher
Landau, E.
Landau, Edmund
Landau, Henry J.
Lander, Leon J.
Landgev, Ivan N.
Landman, Bruce M.
Landrock, Peter
Lane, Norman D.
Langer, Rudolph E.
Langevin, Michel
Langford, Eric
Langlands, Robert P.
Langley, James K.
Langley, Larry J.
Laohakosol, Vichian
Lapidot, Eitan
Lapidus, Michel L.
Lappan, Peter
Larman, David G.
Larson, David R.
Larson, Suzanne
Lasaga, F. R.
Lascar, Daniel
Laskowski, Michael C.
Lasser, Lewis L.
Latombe, Claudine
Latta, G. E.
Laubie, Francois
Laurent, Monique
Lauri, Josef
Lauritzen, Steffen Lilholt
Lavalle, Irving H.
Laver, Richard
Lawler, Eugene L.
Lawless, Jerald F.
Lawrence, James F.
Lawrence, John W.
Lawrence, S. L.
Lawrencenko, Serge
Lawson, Jimmie D.
Lawton, Wayne M.
Lazard, Daniel
Lazarus, R.
Lazebnik, Felix G.
Lazetic, Nebojsa
Le Cam, Lucien
Le Gall Jean-Francois
Le Jan, Yves
Leader, Imre
Leahey, William J.
Leary, Christopher
Lederer, G.
Ledermann, Walter
Lee, Carl W.
Lee, Gwang-Yeon
Lee, H. C.
Lee, Hikyu
Lee, John Walter
Lee, Min-Young
Lee, Peng Yee
Lee, Sang-Gu
Lee, Seng Chye
Lee, Seng Luan
Leeb, Klaus
Leech, J. W.
Leeming, David J.
Leenman, H.
Leep, David
Legg, David A.
Lehmann, Daniel J.
Lehmer, Derrick Henry
Lehmer, Emma
Lehr, Siegfried
Lehrer, Ehud
Lehrer, Gustav Isaac
Leighton, Frank Thomson
Leindler, Laszlo
Leininger, Brian S.
Lekkerkerker, Cornelius Gerrit
Lemke, Paul
Lempel, Abraham
Lempert, Laszlo
Lengyel, Tamas
Lenhart, William James
Lenihan, Bill
Lenker, Terry D.
Lenstra, Arjen K.
Lenstra, Hendrik W., Jr.
Lenstra, Jan Karel
Lenz, Hanfried
Leonard, Douglas A.
Leonard, H. T., Jr.
Leonard, Philip A.
Lepley, Margaret
Lesieur, Leonce
Lesley, F. David
Lesniak, Linda M.
Leth, Steven
Lettl, Gunter
Leu, Ming Guang
Leung, Joseph Y.-T.
Leutwyler, H.
Levan, Mike
Levelt, Antonius Henricus Maria
Leven, Daniel
Levenberg, Norman, Jr.
Leviatan, Dany
Levin, Bernard
Levin, David
Levin, Eugene
Levin, Leonid A.
Levine, Eugene
Levine, Raphael D.
Levingston, R.
Levinski, Jean-Pierre
Levinson, Henry
Levinson, Norman
Levitin, Lev B.
Levitt, Jonathon
Levy, Yannick
Lew, Robert A.
Lewinter, Martin
Lewis, D. C.
Lewis, Donald J.
Lewis, Graham
Lewis, James T.
Lewis, Susan Margaret
Lewis, Ted
Li, Bo Yu
Li, Brenda
Li, Chi-Kwong
Li, Chun-3
Li, Hao
Li, Peter
Li, Qiao
Li, Shu-Guang
Li, Shuo-Yen Robert
Li, Song Ying
Li, Wei Xuan
Li, Xie Zhang
Li, Xin-3
Li, Yu Sheng
Lian, Jian Ao
Liang, Weifa
Liao, Ming
Lichtenstein, David
Lieb, Elliott H.
Lieberherr, Karl J.
Liebler, Robert A.
Liestman, Arthur L.
Lieuwens, Erik
Lifsches, Shmuel
Lifshits, Mikhail A.
Liggett, Thomas M.
Lih, Keh-Wei
Lim, M. J. S.
Lin, Cantian
Lin, Chio Shih
Lin, Hsien Elsa
Lin, In-Jen
Lin, Kuo Tung
Lin, Peng
Lin, Shen
Lin, Vladimir Ya.
Lin, Yi Xun
Lin, Zheng Yan
Lind, Douglas A.
Lindemayer, Aristid
Lindenbaum, A.
Linder, Ernst
Lindgren, William F.
Lindner, Charles C.
Lindquester, Terri England
Lindstrom, Bernt
Lindvall, Torgny
Linek, Vaclav
Linfoot, Edward Hubert
Ling, Alan Chi Hung
Linnik, Yurii Vladimirovich
Lions, Jacques-Louis
Lipkin, E.
Lipman, Marc J.
Lipshitz, Leonard
Lipstein, Benjamin
Lipton, Richard J.
Lisan, Amha Tume
List, Rudy J.
Lister, William G.
Litman, Ami
Little, Charles H. C.
Littlewood, John Edensor
Litvak, Eugene L.
Liu, Andy C. F.
Liu, Bo Lian
Liu, Chung Laung
Liu, Gui Zhen
Liu, H. C.
Liu, Jiping
Liu, Xin-2
Liu, Zhen Hong-1
Liu, Zi Cheng
Livingston, Marilynn L.
Livne, Ron A.
Livsic, E. M.
Lloyd, E. Keith
Locke, Stephen C.
Lockenhoff, H.-D.
Lockhart, Paul
Loeb, Peter A.
Loewner, Charles
Logan, B. F., Jr.
Logan, Jonothan
Lohwater, Arthur J.
Loi, N. H.
Lokam, Satyanarayana V.
Lomnicki, Z. A.
Lomonaco, Samuel J., Jr.
Lomonosov, Mikhail Vasilevich
Lomonosov, Victor I.
Lomont, J. S.
London, David
London, Eran
London, H.
Long, Calvin T.
Longo, Giuseppe
Longobardi, Patrizia
Longyear, Judith Q.
Lonz, Stephen A.
Loomis, Irene
Lorberbom, Mordechai
Lorch, Lee
Lorentz, Rudolph A.
Losonczi, Laszlo
Losonczy, Jozsef
Loten, C. O. M.
Lotspeich, M.
Lou, Ding Jun
Loui, Michael C.
Loukakis, Emmanuel
Louveau, Alain
Low, Janice Lorraine
Low, Marc E.
Lu, T. J.
Lu, Yi Zhong
Lubachevsky, Boris D.
Lubeck, Olaf M.
Lubell, David
Lubin, Clarence I.
Lubinsky, Doron S.
Lubitch, Ronit
Lubiw, Anna
Lubotzky, Alexander
Luby, Michael
Luce, R. Duncan
Luckman, J.
Ludescher, W. H.
Ludwig, Monika
Luecking, Daniel H.
Lueker, George S.
Lukacs, Erzsebet
Lukacs, Eugene
Lukes, Richard F.
Luks, Eugene M.
Lund, Carsten
Lundgren, J. Richard
Lung, K.
Luszczki, Z.
Luttinger, J. M.
Lynch, James F.
Lyndon, Roger C.
Lyuu, Yuh-Dauh
Ma, Daowei
Ma, Yuan
Maass, Wolfgang
Mac Dowell, R.
Macaskill, M. J.
MacAulay, James B.
Macbeath, A. M.
Macdonald, A. H.
MacDougall, James
MacGillivray, Gary
MacGregor, Thomas H.
Macintyre, Angus
Macintyre, Sheila Scott
Mack, John
MacKendrick, Sharon
Mackey, George W.
MacLane, Gerald R.
MacLeod, R. A.
Macon, Nathaniel
Macphail, Moray S.
Macpherson, H. Dugald
MacWilliams, F. Jessie
Madan, Dilip B.
Maddox, Randall
Maddux, Roger D.
Madej, Tom
Madych, Wolodymyr R.
Maehara, Hiroshi
Maffray, Frederic
Magerl, Gerhard
Magliveras, Spyros S.
Magnanti, Thomas L.
Magnus, P.
Mahadev, N. V. R.
Mahajan, S.
Maharaj, Hiren
Maharam, Dorothy
Mahmoodian, Ebadollah S.
Mai, Liem
Maier, David
Maj, Mercede
Majewski, Bohdan S.
Major, Peter
Majumdar, Aniket
Makai, Endre
Makovoz, Yuly
Makowski, Andrzej
Makowsky, Johann Andreas
Maksa, Gyula
Malek, Mirolsaw
Maleki, Amir
Maliniak, Yoram
Malita, Mircea
Malitz, Jerome
Malka, Yossi
Malkevitch, Joseph
Malle, Gunther
Malliavin, Paul
Mallion, R. B.
Mallmann, Carlos A.
Mallows, Colin L.
Malti, Michel G.
Maly, Jan
Malyshko, Vladimir V.
Manalastas, P., Jr.
Manber, Rachel
Manber, Udi
Mandziuk, Malgorzata T.
Maneri, Carl C.
Mani-Levitska, Peter
Manickam, Nachimuthu
Mann, Avinoam
Mann, Henry B.
Mann, Jonah
Mannos, Murray
Manoussakis, Yannis
Manson, Karen E.
Mansour, Yishay
Manstavicius, Eugenijus
Manteuffel, Thomas A.
Manvel, Bennet
Marcus, Marvin
Marcus, Michael B.
Marcus-Roberts, Helen M.
Marczewski, Edward
Marden, Albert
Mardiyono, S.
Marechal, Odile
Margalit, Oded
Maric, Vojislav
Marica, John
Mark, C.
Marker, David
Markert, Matthew
Marki, Laszlo
Markowitz, Harry M.
Markowsky, George
Markus, Lawrence
Markus, Lisa R.
Markvorsen, Steen
Marshak, Robert E.
Marstrand, John M.
Martin, Donald A.
Martin, Gaven J.
Martin, Harold W.
Martin, Michael S.
Martin, Olivier
Martin, Russell
Martin, William J.
Martin-Lof, Anders
Martineau, Andre
Martinet, Jacques
Martinez, Jorge-2
Martini, Horst
Martins, Cleide
Marton, Katalin
Martynov, Gennadii Viktorovich
Marusic, Dragan
Marx, Imanuel
Marx, Morris L.
Maskin, Eric
Mason, David M.
Mason, David W.
Mason, John C.
Mason, John H.
Mason, R. C.
Massey, James L.
Massey, William A.
Massias, Jean-Pierre
Mastroianni, Giuseppe
Masurova, N. P.
Mateescu, Alexandru
Mathon, Rudolf A.
Mathur, K. K.
Matias, Yossi
Matousek, Jiri
Matsumoto, Kohji
Matsumoto, Makoto
Matsushita, Teresa A.
Matthews, Gordon
Matthews, Rex W.
Mattila, Pertti
Matyas, Ferenc
Mauduit, Christian
Mauldin, Nancy S.
Maurer, Stephen B.
Mavron, Vassili C.
Maxfield John E.
Maxones, Walter
Maxson, Carlton J.
Maybee, John S.
Mazhar, Syed Mohammad
Mazo, James E.
Mazur, Barry C.
Mazur, P.
Mazur, Stanislaw
Mazzocca, Francesco
McAndrew, M. H.
McAsey, Michael J.
McAvaney, Kevin Lawrence
McCabe, Bernard J.
McCallum, Duncan
McCarthy, David
McClanahan, Gregory A.
McColgan, Tamara Lynn
McCormick, S. Thomas
McCormick, William P.
McCurley, Kevin S.
McDiarmid, Colin J. H.
McDonald, David R.
McFarland, Robert L.
McGee, I. J.
McGehee, O. Carruth
McGuaig, William D.
McGuinness, Sean
McGuire, Gary
McKay, Mark
McKean, Henry P., Jr.
McKee, Terry A.
McKenzie, Ralph Nelson
McKeon, Kathleen A.
McKernie, M. Jean
McKiernan, Michel A.
McKinsey, J. C. C.
McLaughlin, James R.
McLaughlin, Renate
McMillan, John E.
McMorris, Fred R.
McMullen, Peter
McNaughton, Robert
McNulty, George F.
McRae, Alice A.
McShane, Edward James
McVoy, W. S.
Mead, David G.
Meadows, Catherine
Meckler, Alan, H.
Medgyessy, Pal
Meerdink, Terry
Megalakaki, O.
Megiddo, Nimrod
Mehr, C. B.
Mehri, Bahman
Meijer, Hendrik Gerrit
Meinardus, Gunter
Meisters, Gary Hosler
Mejlbro, Leif
Mekler, Alan H.
Mellendorf, Stephen
Melles, Garvin
Melnikov, Leonid S.
Melter, Robert A.
Melton, Austin C.
Melton, Jim
Mendelsohn, Eric
Mendelsohn, Nathan S.
Mendelsom, Bilha
Mendes France, Michel
Mengersen, Ingrid
Menzer, Hartmut
Mercier, Armel
Merriell, David
Merz, Sarah K.
Meshulam, Roy
Mesner, Dale M.
Metropolis, Nicholas
Metsch, Klaus
Meulenbeld, Barend
Meurman, Tom
Meyer auf der Heide, Friedhelm
Meyer, Albert R.
Meyer, Jacques Rene
Meyerowitz, Aaron D.
Meyers, Eves
Mezey, Paul G.
Mhaskar, H. N.
Mian, Majid A.
Micchelli, Charles A.
Michael, Ernest A.
Mientka, Walter E.
Mignotte, Maurice
Mihail, Milena
Mijajlovic, Zarko
Miklos, Dezso
Miksa, Francis L.
Mikusinski, Jan G.
Milgram, Arthur N.
Milici, Salvatore
Miller, Arnold W.
Miller, Arthur H.
Miller, Donald J.
Miller, Gary Lee
Miller, Guthrie
Miller, J. C. P.
Miller, Kenneth S.
Miller, Michael D.
Miller, Nathaly
Miller, R. E.
Miller, Victor S.
Miller, Willard, Jr.
Miller, Zevi
Mills, Charles F.
Mills, Terence M.
Mills, William H.
Milman, Vitali D.
Milnes, Paul
Mimura, Y.
Mincer, Bohdan
Minkin, Arcady M.
Mioduszewski, Jerzy
Mirumyan, A. N.
Misiurewicz, Michal
Mitchell, John
Mitchell, William John
Mitchem, John
Mitra, S. C.
Mitzner, K. M.
Miyamoto, I.
Mizel, Victor J.
Mo, De Ze
Mo, Zhuguo
Mochizuki, Horace Y.
Modi, J. J.
Moffat, Alistair
Mogyorodi, Jozsef
Mohanty, Shreedhara Prasada
Mohanty, Sri Gopal
Mohapatra, Ram Narayan
Mohar, Bojan
Moisiadis, Alexandros
Mokken, Robert J.
Moll, Christoph
Mollard, Michel
Molloy, Michael Sean O'Brien
Molnar, Jozsef
Molnar, Sandor
Monagan, M. B.
Mond, Bertram
Monderer, Dov
Monjardet, Bernard
Monk, J. Donald
Monma, Clyde L.
Monroe, Ted R.
Monson, Sylvia D.
Monteferrante, Sandra
Montgomery, Hugh L.
Monticino, Michael G.
Moore, James W.
Moore, John I., Jr.
Moore, Robert Laurens
Moore, W. K.
Moorhouse, G. Eric
Mor, Moshe
Morain, Francois
Moran, Gadi
Moran, William
Mordell, Lewis Joel
Moree, Pieter
Moreno, Carlos Julio
Moret, Bernard M. E.
Morgan, Frank
Moricz, Ferenc
Morley, Thomas D.
Moroz, Baruch ben Zelik
Morris, Kerwin W.
Morris, Sidney A.
Morrish, A.
Morrison, John Alexander
Morrison, Michael A.
Morselt, B. J. M.
Morsi, Nehad N.
Moser, William O. J.
Mostert, Paul S.
Mostowski, Andrzej
Moszner, Zenon
Motohashi, Yoichi
Motwani, Rajeev
Motzkin, Theodore S.
Mount, David M.
Mourant, Wanda J.
Mowshowitz, Abbe
Moyls, Benjamin
Mrugala, Ryszard
Mucci, R.
Muder, Douglas J.
Mueller, Thomas
Mukerjee, Rahul
Mukhopadhyay, Nitis
Mukhopadhyay, Parimal
Mulder, Henry Martyn
Mulholland, H. P.
Mullen, Gary L.
Muller, David E.
Muller, Haiko
Muller, Jurgen-3
Muller, Vladimir
Mullhaupt, Andrew P.
Mullineux, N.
Mumey, Brendan
Mumford, David
Munro, J. Ian
Munton, Dan
Munzova-Demlova, Marie
Murata, Kentaro
Muraz, Gilbert
Murdeshwar, Mangesh G.
Murdock, W. L.
Murnaghan, Francis D.
Murphy, Owen J.
Murray, Alan
Murthy, Narayan S.
Murty, U. S. R.
Mushenheim, H. G.
Mushkin, M.
Mutt
Mycielski, Jan
Myers, W. L.
Mynhardt, Christina M.
Myrvold, Wendy J.
Mysak, Lawrence
Nagasawa, Masao
Nagy, Zsigmond
Naik, Ranjan N.
Naiman, Daniel Q.
Nair, Mohan
Nair, Vijayan N.
Nakamura, Masahiro
Nakamura, Yutaka
Nakashima, Junichiro
Namioka, Isaac
Naor, Moni
Nara, Chie
Narayan, Prakash
Narcowich, Francis J.
Narkiewicz, Wladyslaw
Narlikar, M. J.
Nash, David
Nash, John C. M.
Nash-Williams, Crispin St. John Alvah
Nastansky, Ludwig
Nath, G. Baikunth
Nath, Prem
Nation, James B.
Navarro-Bermudez, Francisco J.
Nazir, Abdur Rahman
Neaderhouser, Carla C.
Nebesky, Ladislav
Negatu, Aregahegn
Negrepontis, Stelios
Nehari, Zeev
Neidleman, L. D.
Nel, Louis D.
Nelson, Evelyn
Nelson, R.
Nemeth, Evi
Nemeth, Geza
Nemeti, Istvan
Nemetz, Tibor O. H.
Nersesyan, A. B.
Nesetrilova, Helena
Nesterenko, Yuri V.
Netanyahu, Nathan S.
Neufeld, Eric M.
Neufeld, Eugene
Neumann Lara, Victor
Neumann, Bernhard Hermann
Neumann, Michael
Neumann, Peter M.
Neuwirth, Jerome H.
Nevai, Paul G.
Nevzorov, Valery B.
Newberry, R. S.
Newborn, Monroe M.
Newman, Ilan
Newman, Mark J.
Newman, Michael F.
Newman, Morris
Ng, C. P.
Ng, Che That
Ng, Meei Pyng
Nguyen Huy Xuong
Nguyen Minh Tuan
Nguyen Van Ngoc
Nguyen Van Su
Nguyen Xuan Ky
Ni, Jin
Nicol, Charles A.
Nicolescu, Miron
Niedermeyer, Frank
Niederreiter, Harald
Nielsen, Ove Steen
Nieminen, Juhani
Nienhuys, Jan Willem
Niepel, L'udovit
Nikolakos, P. N.
Nilsson, Per
Nisan, Noam
Nishiura, Togo
Nisida, Tosio
Nitzan, Abraham
Noetzel, Andrew S.
Nomura, Kazumasa
Nonay, Gillian M.
Nordhaus, Edward Alfred
Norman, Robert Z.
Norton, Simon P.
Nouh, J.
Novotny, Karen S.
Nowakowski, Richard J.
Nowicki, Krzysztof
Nulton, James D.
Nummelin, Esa
Nussinov, Ruth
Nyikos, Peter J.
O'Brien, Gordon E.
O'Cinneide, Colm Art
O'Connor, Angela
O'Leary, Robbin
O'Neil, Elizabeth J.
O'Neil, Peter V.
O'Neill, Barrett
O'Rourke, Joseph
Obrenic, Bojana
Obretenov, Apostol
Odoni, R. W. K.
Oehmke, Robert H.
Oeser, Oscar A.
Offer, T.
Ogden, R. D.
Ojha, Aparajila
Olaru, Elefterie
Olesky, D. Dale
Olson, John E.
Omura, Jim K.
Onishi, Hironori
Onn, Shmuel
Ono, Ken
Onyszchuk, I. M.
Oppenheim, Rosa
Oral, Haluk
Ord, J. Keith
Orey, Steven
Orlitsky, Alon
Orner, Peter A.
Ornstein, Donald
Orr, Kent E.
Osborn, J. M.
Osgood, Charles F.
Ostaszewski, Adam J.
Osterreicher, Ferdinand
Ostrand, Phillip A.
Ostrovsky, Rafail
Ostrowski, Alexander M.
Ota, Katsuhiro
Ott, Teunis J.
Ouellet, Michel
Ouyang, Liang Yuh
Owens, Margaret A.
Oxley, James G.
Ozarow, Lawrence H.
P'an, Ch'iao Sung
Pachl, Jan K.
Padmanabhan, R.
Paganoni, Luigi
Paige, Lowell J.
Palagallo, Judith A.
Palasti, Ilona
Pales, Zsolt
Palko, M.
Pambuccian, Victor V.
Pan, Yi Fei
Pang, Myung-Yull
Paninski, R.
Pankratz, Alan
Paoli, Madeleine
Papaioannou, Alexis
Paper, Herbert H.
Pare, Robert
Pareek, Chandra Mohan
Paris, Jeffrey B.
Parker, Richard A.
Parkin, Thomas R.
Parkinson, Dennis
Parks, Harold R.
Parnami, J. C.
Parnas, Michal
Parnes, Milton N.
Parr, William C.
Parry, William
Parsons, Lee
Parter, Seymour V.
Partington, Jonathan R.
Pasini, Antonio
Passow, Eli
Pasta, John R.
Pastijn, Francis
Pasztor, C.
Pasztor, Endrene
Pasztor, Istvan
Patashnik, Oren
Patel, Pratiksha
Paterson, Michael S.
Pathak, Pramod
Patil, Ganapati P.
Patruno, Gregg N.
Patt-Shamir, Boaz
Paturi, Ramamohan
Pauc, Christian Y.
Paul, Jerome L.
Paul, Wolfgang J.
Paulsen, Frank
Paulsen, William H.
Paun, Gheorghe
Payne, Stanley E.
Payne, Thomas H.
Paz, Azaria
Peachey, Judith B.
Pearcy, Carl M.
Pecaric, Josip E.
Peck, G. W.
Pedersen, Paul
Peetre, Jaak
Peherstorfer, Franz
Pei, Ding Yi
Peile, Robert E.
Pein, J.
Peitgen, Heinz-Otto
Pelant, Jan
Peled, Irit
Peled, Uri N.
Peleg, David
Peligrad, Magda
Pelikan, Jozsef
Pelillo, Marcello
Pellegrini, Marco
Pellerin, Arthur
Pelletier, Donald H.
Peloso, Marco M.
Pemantle, Robin
Peng, Tsu Ann
Peng, Yee-Hock
Penny, David
Penrice, Stephen G.
Peralta, Rene
Pereira, Francisco
Perelli, Alberto
Peres, Yuval
Perfect, Hazel
Perkel, Manley
Perkins, Edwin A.
Perl, Yehoshua
Perles, Micha A.
Perlis, Robert
Perold, Andre F.
Peters, Joseph G.
Peters, Kenneth
Peters, Thomas J.
Petersdorf, M.
Petersen, Karl
Peterson, Brian
Peterson, Gordon E.
Petersson, Ola
Pethe, S. P.
Petho, Arpad
Petho, Attila
