ABBOTT, HARVEY L.
Harris, Andrew J.
Harris, Frederick C., Jr.
Harris, John M.
Harris, T. E.
Harris, V. C.
Harrop, Ronald
Hart, Bradd
Hart, Joan E.
Hart, Sergiu
Hartfiel, Darald J.
Hartig, Klaus
Hartman, Alan
Hartman, Irith Ben-Arroyo
Hartman, Philip
Hartmann, Mark
Hartnell, Bert L.
Hartung, Paul
Haruki, Hiroshi
Haruki, Shigeru
Hashim, Ashwaq
Hashmi, Jahangir A.
Hassan, Al-Zaid
Hasse, Helmut
Hasson, Maurice
Hastad, Johan T.
Hasumi, Morisuke
Hatalova, H.
Hatvani, Laszlo
Hausman, Miriam
Haussler, David
Havas, George
Havas, I.
Havelock, Ronald
Haviar, Alfonz
Haviland, E. K.
Hawkins, D.
Haxell, P. E.
Hay, Barbara
Haydon, Richard G.
Hayes, Allan
Hayes, John P.
Hayes, Stanley E.
Hayman, Walter Kurt
Haynes, Teresa W.
Haynsworth, Emilie
He, Qing
He, Tian Xiao
Heal, Geoff
Heath, David C.
Hecht, Tomas
Hedenmalm, Hakan
Hedetniemi, Sandra Mitchell
Heidelberg, Ralph
Heilmann, Ole J.
Heinrich, Katherine
Hejduk, Jacek
Held, Michael
Helfand, Eugene
Helland, Pat
Heller, Isidor
Hellerstein, Simon
Helson, Henry
Hemaspaandra, Lane A.
Hemmer, Per Chr.
Henderson, Peter B.
Hendy, Michael D.
Henkin, Leon A.
Henle, James M.
Hennecart, Francois
Hennemuth, Richard C.
Henry, Myron S.
Hensel, A. D.
Hensley, Douglas
Henson, C. Ward
Henson, Teresa D.
Hentzel, Irvin Roy
Heppes, Aladar
Heppner, Ernst
Herda, Hans
Herman, Gabor T.
Herman, Joan E.
Hermann, Peter Z.
Hermann, Thomas
Herndon, William C.
Hershberger, John
Hershkowitz, Daniel
Herstein, Israel N.
Herzog, Joachim
Hesse, G.
Hetyei, Gabor L.
Hevia, Hector
Hewitt, Edwin
Hexel, Erhard
Heydemann, Marie-Claude
Hiester, N. K.
Higashiyama, Yoichi
Higgins, F. E.
Higman, Graham
Hill, Anthony P.
Hill, J. D.
Hill, S. P.
Hille, Einar
Hiller, Howard Lyn
Hilliker, David Lee
Hillman, Abraham P.
Hilton, Anthony J. W.
Hilton, Peter John
Hind, Hugh R. F.
Hinkkanen, Aimo
Hinkley, David V.
Hinrichs, Lowell A.
Hirsch, Warren M.
Hirschfeld, James William Peter
Hirschhorn, Michael D.
Hirst, Jeffry L.
Hjorth, Poul Georg
Hlawka, Edmund
Ho, Chat Y.
Ho, Ching-Tien
Hoang, Chinh T.
Hobart, Sylvia A.
Hobinger, Johannes
Hochbaum, Dorit S.
Hochberg, Robert
Hochberg, Yosef
Hochstattler, Winfried
Hodes, Louis
Hodges, Kenneth
Hodges, Wilfred
Hodkinson, Ian
Hoede, Cornelis
Hoehn, Larry
Hoffgen, Klaus-Uwe
Hoffman, Dean G.
Hoffman, Frederick
Hoffman, Ilya
Hoffman, Michael J.
Hoffmann, Frank
Hoffmann, G.
Hoffmann, Karl Heinz
Hoffmann-Joergensen, Jorgen
Hofmeister, Gred
Hofmeister, Michael
Hofmeister, Thomas
Hoholdt, Tom
Hola, Lubica
Holbert, Karen S.
Holdridge, Diane B.
Holland, Anthony Stanley Bassett
Holland, W. Charles
Holley, Lisa
Hollmann, Henk D. L.
Holmes, Susan
Holroyd, Fred C.
Holst, Lars
Holsztynski, Wlodzimierz
Holt, Jeffrey J.
Holt, Linda M.
Holzmann, Carlos A.
Hominal, Pierre
Honargohar, Zorabi
Hong, Dong
Hong, Jia-Wei
Hoory, Shlomo
Hoover, H. James
Hoover, Mark
Hoover-Plow, Jane
Hopkins, Glenn W.
Hopkins, Laurie B.
Horn, Alfred
Horn, Roger A.
Hornik, Kurt
Horowitz, Joseph
Horton, Joseph D.
Horvath, Agota P.
Horvath, Jean
Horvath, Lajos
Horwitz, Alan L.
Hosoya, Haruo
Hossain, Moazzem
Hosszu, Miklos
Host, Linda H.
Houle, Michael E.
Housworth, Elizabeth Ann
Houten, Lorne
Howard, Paul E.
Howe, Roger E.
Howell, Gary W.
Howes, Leonard
Howie, John M.
Hronec, Jur
Hrushovski, Ehud
Hsia, John S.
Hsiao, David
Hsieh, W. N.
Hsu, Li Hsing
Hsu, Lietz C.
Hsu, N. C.
Hsu, Pei
Hsu, Tim
Hu, Hongde
Hu, Hui
Hu, Joanne
Hu, Jun
Hu, Te Chiang
Hu, Xiao Dong
Hu, Xiao Yu
Hu, Ying Sheng
Huang, Charlotte
Huang, Jing
Huang, Ta Yuan
Huang, Xiaojun
Huber, Martin
Huck, Andreas
Hughes, Charles E.
Hughes, Daniel R.
Hughes, Ian G.
Hughes, John F.
Hughes, Kimball Newton
Hui, Roger
Hui, Stefen Y.
Huisgen-Zimmermann, Birge
Huisman, Leendert M.
Hujter, Mihaly
Hulanicki, A.
Hulpke, Alexander
Humke, Paul D.
Hummel, James A.
Hunsucker, John L.
Hunt, David C.
Huotari, Robert
Hurlbert, Glenn H.
Hurst, Fair Barbour
Hurtado, Ferran
Hurwitz, Alexander
Hurwitz, Henry, Jr.
Husek, Miroslav
Hutchinson, Joan P.
Huxley, Martin N.
Hwang, Frank Kwangming
Hwang, Lihui
Hyers, Donald H.
Hyttinen, Tapani
Ibarra, Oscar H.
Idzik, Adam
Ihrig, Ed
Ihringer, Thomas
Il'in, Vladimir Aleksandrovich
Imai, Hiroshi
Immerman, Neil
Imoru, Christopher Olutunde
Impagliazzo, Russell
Imrich, Wilfried
Ingarden, Roman S.
Ingemarsson, Ingemar
Ingleton, Aubrey William
Iosifescu, Marius
Iqbalunnisa, T.
Iri, Masao
Irwin, John M.
Isaak, Garth T.
Isaev, Alexander V.
Isbell, John R.
Iscoe, Ian
Iskra, Jeseph A.
Ismail, Mourad E. H.
Ismatullaev, Sh. A.
Isopi, Marco
Israeli, Amos
Itai, Alon
Ito, Noboru
Ito, Yuji
Ivanov, A. V.
Ivanov, Kamen G.
Ivanov, Sergei A.
Ivanyi, Antal
Ivanyos, Gabor
Iwaniec, Henryk
Iyengar, Sitharama S.
Izumi, Shin-ichi
Jackson, Bill
Jackson, Bradley W.
Jackson, David M.
Jackson, Douglas E.
Jackson, Howard L.
Jackson, Terrence H.
Jackson, Wen-Ai
Jacobs, David Pokrass
Jacobs, Walter
Jacobson, Theodore
Jaeger, Francois
Jaffray, Alan
Jager, Sabine
Jaglom, Isaac M.
Jagy, William C.
Jain, Naresh C.
Jain, Pushpa Kumari
Jajcay, Robert
Jajodia, Sushil
Jakimovski, Amnon
Jakob, Matthias
Jakubowicz, Oleg
James, Brent
James, R. D.
Jameson, Graham J. O.
Jamil, Basharat A.
Jamison, James E.
Jamison, Robert E.
Jammalamadaka, Sreenivasa Rao
Janakiraman, T. N.
Janic, Radovan R.
Janossy, Lajos
Jansen, Klaus
Janssen, A. J. E. M.
Janwa, Heeralal
Jarai, Antal
Jarden, Moshe
Jarrett, Elzbieta B.
Jarvis, John J.
Jaworski, Jerzy W.
Jayaram, S. R.
Jayawardene, Chula J.
Jayne, John E.
Jech, Thomas J.
Jedwab, Jonathan
Jellinek, Julius
Jendrol, Stanislav
Jenkyns, Tom A.
Jennings, George
Jerison, David S.
Jerison, Meyer
Jerome, Joseph
Jerrard, Richard P.
Jerrum, Mark
Jessen, Borge
Jessop, Nicholas
Jesurum, C. Esther
Jetter, Kurt
Jevtic, Dusan B.
Jewell, Nicholas P.
Jezek, Jaroslav
Jha, Shing-Whu
Jha, Vikram
Jhunjhunwala, N.
Jia, Rong Qing
Jia, Rui Zhong
Jia, Xing De
Jian, Chen
Jiang, Er Xiong
Jiang, Zhike
Jin, Renling
Jipsen, Peter
Jockusch, Carl G., Jr.
Joffe, Anatole
Joffe, Peter
Johansson, Thomas
John, Peter Eugen
John, Peter W. M.
Johns, Garry L.
Johnson, Barry Edward
Johnson, Charles Royal
Johnson, Christopher W.
Johnson, David Stifler
Johnson, Donald G.
Johnson, Ellis L.
Johnson, Eugene W.
Johnson, G. D.
Johnson, Joseph Lemmel, Jr.
Johnson, Karen Anne
Johnson, Kathryn E.
Johnson, Kenneth Walter
Johnson, Mark A.
Johnson, Norman Lloyd-2
Johnson, Norman W.
Johnson, O.
Johnson, Peter D., Jr.
Johnson, Roy A.
Jones, Anthony
Jones, Burton W.
Jones, F. Burton
Jones, J. E.
Jones, James P.
Jones, Kathryn F.
Jones, Peter W.
Jones, Roger L.
Jonoska, Natasa
Jonsson, Bjarni
Jorgensen, Leif K.
Joubert, Wayne D.
Joux, Antoine
Joyce, Dominic
Joyce, H.
Joyce, James
Jozsa, S.
Jucovic, Ernest
Judah, Haim I.
Judah, Sherry
Judin, A. A.
Juhasz, Istvan
Jung, Heinz Adolf
Jung, Hyung Chan
Jung, Soon-Mo
Junge, Bjarne
Jungnickel, Dieter
Jurek, Zbigniew
Jurkat, Wolfgang B.
Just, Bettina
Justicz, Joyce
Jutila, Matti
Kabell, Jerald A.
Kadlecek, David
Kafka, P.
Kafri, Oded
Kaftal, Victor G.
Kahale, Nabil
Kahane, Jean-Pierre
Kahane, Joseph
Kahaner, David K.
Kahn, Jeffry N.
Kaiser, Hans K.
Kajitani, Yoji
Kalai, Gil
Kalbfleisch, James G.
Kalisch, Gerhard K.
Kallenberg, Olav
Kallman, Robert R.
Kalmar, Laszlo
Kalton, Nigel J.
Kaluza, Theodor, Jr.
Kameda, Tsunehiko
Kamienny, Sheldon
Kaminski, Andrzej
Kaminski, Michael
Kamke, Erich
Kamps, H. J. L.
Kanagasabapathy, P.
Kanamori, Akihiro
Kandel, Daniel
Kane, Vinay G.
Kaneko, Atsushi
Kanemitsu, Shigeru
Kaniewski, Janusz
Kannan, Ravindran
Kannan, Sampath
Kannappan, Palaniappan
Kantor, K.
Kantor, Wallace
Kantor, William M.
Kapoor, S. F.
Karabed, Razmik
Karabeg, Dino
Karacuba, Anatolij A.
Karchmer, Mauricio
Kardos, Peter
Kari, Lila
Karlin, Anna R.
Karlin, Samuel
Karloff, Howard J.
Karmarkar, Narendra
Karolyi, Gyula
Karonski, Michal
Karp, Richard M.
Karpinski, Marek
Karpovsky, Mark G.
Karr, Alan
Karusch, William
Kasahara, Yuji
Kasch, Friedrich
Kasimatis, E. A.
Kasiraj, Jothi
Kassay, Gabor
Kasteleyn, P. W.
Kaszonyi, Laszlo
Kataoka, Toshitaka
Katchalski, Meir
Kato, Akio
Katoh, Naoki
Katona, Gyula O. H.
Katrinak, Tibor
Katsevich, Alexander I.
Katsifarakis, K. L.
Katz, Ian
Katz, Morris W.
Katz, Paul
Katz, Shmuel
Katznelson, Yitzhak
Kaufman, B.
Kaufman, Edwin H., Jr.
Kaufman, Robert P.
Kaufmann, Matt
Kaugars, Agnis
Kay, David C.
Kaznachey, Dmitri
Kechris, Alexander S.
Kedem, Gershon
Kedem, Klara
Keedwell, Anthony Donald
Keeler, Emmett B.
Keeney, Ralph L.
Keich, Uri
Keil, J. Mark
Keisler, H. Jerome
Kellerer, Hans-2
Kelley, Carl T.
Kelly, B. G. A.
Kelly, David
Kelly, Jerry Stewart
Kelly, Leroy M.
Kelly, Patrick A.
Kelmans, Alexander K.
Kelsen, Pierre
Kemperman, Johannes Henricus Bernardus
Kempner, A. J.
Kenderov, Petar Stojanov
Kenelly, John W., Jr.
Kennedy, Charles
Kennedy, P. B.
Kennel, C. W.
Kent, Darrell C.
Kenyon, Claire
Keough, F. R.
Kerdock, Anthony M.
Kern, U.
Kern, Walter
Kershner, R.
Kertesz, Andor
Kervaire, Michel
Kessler, Irving
Kessler, Ofra
Kesten, Harry
Kestin, Joseph
Ketskemety, I.
Kezdy, Andre E.
Khairt, Mahmoud K.
Khamis, Soheir M.
Khanna, Sanjeev
Khavinson, Dmitry
Khelladi, Abdelkader
Khoo, David S. P.
Khosrovshahi, G. B.
Khurrum, Mohammed
Kibler, Robert E.
Kiefer, Jean
Kiely, Aaron B.
Kiesewetter, Helmut
Kilgore, Theodore A.
Kilgour, D. Marc
Killgrove, Raymond B.
Kilmister, Clive W.
Kim, An-Hyun
Kim, Ann Chi
Kim, Hong W.
Kim, Jeong Han
Kim, Jeong-Heon
Kim, Jin Bai
Kim, Kang-Tae
Kim, Ki Hang
Kim, Sam M.
Kim, Su Hee
Kim, Suh-Ryung
Kimberling, Clark
Kimble, Robert J., Jr.
Kimmel, Peter G.
Kincaid, Wilfred M.
Kinch, Lael F.
Kincses, J.
King, Clarence
King, Ellen L.
King, R. Bruce
King, Valerie
Kingman, J. F. C.
Kiraly, Zoltan
Kirfel, Christoph
Kirkland, Stephen J.
Kirkpatrick, David G.
Kirwan, William E., II
Kis, Otto
Kisilevsky, Hershy
Kiss, Emil W.
Kister, James Milton
Kitto, Cyrus
Kiuchi, Isao
Kiyota, Masao
Klarner, David A.
Klauder, John R.
Klazar, Martin
Klee, Karl
Klee, Victor L.
Kleeman, J.
Kleidman, Peter B.
Kleiman, Mark
Klein, David
Klein, Douglas J.
Klein, Rivka
Klein, Shmuel T.
Kleinberg, Eugene M.
Klema, Virginia C.
Klerlein, Joseph B.
Klimmek, Regina
Klincsek, G. T.
Klipker, Israel A.
Kloks, Ton
Kloss, Kenneth E.
Klostermeyer, William F.
Knapowski, Stanislaw
Knaster, Bronislaw
Knebusch, Manfred
Knichal, Vladimir
Knill, Emanuel
Knisely, James
Knisley, Debra J.
Knop, Osvald
Knopfmacher, Arnold
Knopfmacher, John
Knopp, Konrad
Knopp, Marvin I.
Knor, Martin
Knowles, J. D.
Knowles, Kevin Maxwell
Knuth, Donald Ervin
Ko, C. S.
Ko, Tsz-Mei
Kobayashi, Kusuo
Kocay, William L.
Kochen, Simon B.
Kochenberger, Gary A.
Kochman, Fred
Koda, Yasunori
Kodaira, Kunihiko
Kodama, Akio
Kodama, Yukihiro
Koehl, F. S.
Koh, Khee Meng
Koh, S. H.
Kohavi, Zvi
Kohlbecker, Eugene E.
Kohler, Norbert
Kohls, Carl W.
Kohn, S.
Kojman, Menachem
Kok, J. J.
Kolaitis, Phokion G.
Kolasinska, Elzbieta
Kolb, Rickey A.
Kolen, Antoon W. J.
Kolesnik, Grigori
Kollar, Janos
Kolman, Oren
Kolodner, Ignace I.
Kolossa, Katalin
Kolountzakis, Mihail N.
Komlos, John
Kommel, Helene J.
Kompfner, R.
Konheim, Alan G.
Konishi, Hideo
Konopka, Andzej K.
Konyagin, Sergei Vladimirovich
Koo, S.
Koolen, Jacobus Hendricus
Kooman, Robert Jan
Kooshesh, Ali A.
Kopetzky, Hans Gunther
Koplowitz, Jack
Koppelberg, Sabine
Kopperman, Ralph
Korach, Ephraim
Korchmaros, Gabor
Kordecki, Wojciech
Koren, Michael
Koren, Zahava
Korevaar, Jacob
Korman, Vladimir
Kornai, Andras
Kornatzky, Yoram
Korner, Janos
Korner, Thomas William
Kornfeld, Isaac
Kornprobst, Jean-Michel
Kornyei, I.
Korobov, Nikolai Mikhailovich
Korte, Bernhard
Korzhik, Vladimir P.
Kosaraju, S. Rao
Kosloff, Ronnie
Koslowski, Jurgen
Kossler, Milos
Kostant, Bertram
Kostyrko, Pavel
Kotecky, Roman
Koti, Kallappa M.
Kotlov, Andrew
Kotov, Vladimir M.
Kotz, Samuel
Kotzig, Anton
Kou, Lawrence T.
Koubek, Vaclav
Kouemou-Patcheu, Solange
Kouider, Mekkia
Kountanis, Dionysios
Kovacs, Bela
Kovacs, Laszlo Gyorgy
Kovacs, Peter
Kovacs, Sandor J., Jr.
Kowalski, Oldrich
Kozen, Dexter
Kozlov, Dmitry N.
Kra, Bryna
Kraetzl, Miro
Kralik, Dezso
Kramer, Earl S.
Kramer, Judy
Krarup, Jakob
Krasikov, Ilia
Kratochvil, Jan
Krattenthaler, Christian
Kratzke, Thomas M.
Kraus, Sarit
Krausz, T.
Kravitz, Sidney
Kreher, Donald L.
Kreinovich, Vladik Ya.
Kresova, Helena
Kreuter, Bernd
Kriegel, Klaus
Krieger, Michael M.
Krishnan, Ganesh
Krisztin, Tibor
Kriz, Igor
Krogdahl, Stein
Kronk, Hudson V.
Kruskal, Clyde P.
Kruskal, Joseph B., Jr.
Kruyswijk, D.
Ku, Tung-Hsin
Kuba, Attila
Kucera, Ludek
Kucharczak, Jerzy
Kuczma, Marek
Kudar, J.
Kudlek, Manfred
Kueker, David W.
Kuhlmann, Franz-Viktor
Kuhlmann, Salma
Kuhn, Harold W.
Kuhn, Markus G.
Kuhn, Thomas
Kuich, Werner
Kuijlaars, Arno B. J.
Kuklinski, Lisa
Kull, H.
Kulvetsas, L. L.
Kumar, Vijaya
Kung, Joseph P. S.
Kunth, Peter
Kuperberg, Greg
Kuperberg, Wlodzimierz
Kuran, Ulku
Kuratowski, Kasimierz
Kurkova, Vera
Kurosawa, Kaoru
Kurshan, Robert P.
Kurtz, David
Kushilevitz, Eyal
Kushneriuk, S. A.
Kutten, Shay
Kuzyurin, N. N.
Kwiatkowski, D. J.
Kwiatkowski, Jan
Kwizak, Michael
Kwong, Y. H. Harris
La Poutre, Johannes A.
Labahn, Roger
Laborde, Jean-Marie
Labuda, Iwo
Lachlan, Alistair H.
Lacoume, J. L.
Laczkovich, Miklos
Ladner, Richard E.
Laffey, Thomas J.
Laflamme, Claude
Lagarias, Jeffrey C.
Laha, R. G.
Lahiri, Debabrata B.
Lai, C. W.
Lai, Hang-Chin
Lai, Hong-Jian
Lai, Hongyuan
Lai, Ming Jun
Lai, Yung-Ling
Lakser, Harry
Lalani, Judy M.
Lalley, Steven P.
Lam, Clement Wing Hong
Lam, Tsit Yuen
LaMacchia, Brian A.
Laman, Gerard
Lambek, Joachim
Lamken, Esther R.
Lamperti, John
Lance, E. Christopher
Landau, E.
Landau, Edmund
Landau, Henry J.
Lander, Leon J.
Landgev, Ivan N.
Landman, Bruce M.
Landreau, Bernard
Landrock, Peter
Lane, Norman D.
Langer, Rudolph E.
Langevin, Michel
Langford, Eric
Langlands, Robert P.
Langley, James K.
Langley, Larry J.
Laohakosol, Vichian
Lapidot, Eitan
Lapidus, Michel L.
Lappan, Peter
Larman, David G.
Larson, David R.
Larson, Suzanne
Lasaga, F. R.
Lascar, Daniel
Laskowski, Michael C.
Lasser, Lewis L.
Laszlo, B.
Laszlo, Vojtech
Latombe, Claudine
Latta, G. E.
Laubie, Francois
Laud, Purushottam W.
Laurent, Monique
Lauri, Josef
Lauritzen, Steffen Lilholt
Lavalle, Irving H.
Laver, Richard
Laviolette, Francois
Law-Yone, Nissan
Lawler, Eugene L.
Lawless, Jerald F.
Lawrence, James F.
Lawrence, John W.
Lawrence, S. L.
Lawrencenko, Serge
Lawson, Jamie
Lawson, Jimmie D.
Lawson, Linda
Lawton, Wayne M.
Lazard, Daniel
Lazarus, R.
Lazebnik, Felix G.
Lazetic, Nebojsa
Le Cam, Lucien
Le Gall Jean-Francois
Le Jan, Yves
Le Tu, Quoc Hung
Leader, Imre
Leahey, William J.
Leary, Christopher
Lederer, G.
Ledermann, Walter
Lee, Carl W.
Lee, Gwang-Yeon
Lee, H. C.
Lee, H. W. J.
Lee, Hikyu
Lee, John Walter
Lee, Min-Young
Lee, Peng Yee
Lee, Sang-Gu
Lee, Seng Chye
Lee, Seng Luan
Lee, Tony T.
Lee, Woo Young
Leeb, Klaus
Leech, J. W.
Leeming, David J.
Leenman, H.
Leep, David
Legen, Anton
Legg, David A.
Lehmann, Daniel J.
Lehmer, Derrick Henry
Lehmer, Emma
Lehr, Siegfried
Lehrer, Ehud
Lehrer, Gustav Isaac
Leibman, A.
Leighton, Frank Thomson
Leindler, Laszlo
Leininger, Brian S.
Lekkerkerker, Cornelius Gerrit
Lemanczyk, Mariusz
Lemke, Paul
Lempel, Abraham
Lempert, Laszlo
Lengyel, Tamas
Lenhart, William James
Lenihan, Bill
Lenker, Terry D.
Lenstra, Arjen K.
Lenstra, Hendrik W., Jr.
Lenstra, Jan Karel
Lenz, Hanfried
Leonard, Douglas A.
Leonard, H. T., Jr.
Leonard, Philip A.
Lepley, Margaret
Lesieur, Leonce
Lesigne, Emmanuel
Lesley, F. David
Lesniak, Linda M.
Leth, Steven
Lettl, Gunter
Leu, Ming Guang
Leung, Joseph Y.-T.
Leutwyler, H.
Lev, Vsevolod F.
Levai, L.
Levan, Mike
Levelt, Antonius Henricus Maria
Leven, Daniel
Levenberg, Norman, Jr.
Leviatan, Dany
Levin, Bernard
Levin, David
Levin, Eugene
Levin, Gregory M.
Levin, Leonid A.
Levine, Eugene
Levine, Raphael David
Levingston, Richard Henry
Levinski, Jean-Pierre
Levinson, Henry
Levinson, Norman
Levitin, Lev B.
Levitt, Jonathon
Levy, Yannick
Lew, Robert A.
Lewinter, Martin
Lewis, D. C.
Lewis, Donald J.
Lewis, Graham
Lewis, James T.
Lewis, Susan Margaret
Lewis, Ted
Li, Anping
Li, Bo Yu
Li, Brenda
Li, Chi-Kwong
Li, Chun-3
Li, Hao
Li, Hong Xiang
Li, Ming Chu
Li, Peter
Li, Qiao
Li, Shu-Guang
Li, Shuo-Yen Robert
Li, Song Ying
Li, Wei Xuan
Li, Xie Zhang
Li, Xin-3
Li, Yu Qiang
Li, Yu Sheng
Li, Zheng Liang
Li, Zhong Xiang
Lian, Jian Ao
Liang, Weifa
Liao, Lu-Peji
Liao, Ming
Lichtenstein, David
Lieb, Elliott H.
Liebeck, Martin W.
Lieberherr, Karl J.
Liebler, Robert A.
Liestman, Arthur L.
Lieuwens, Erik
Liflyand, Elijah R.
Lifsches, Shmuel
Lifshits, Mikhail A.
Liggett, Thomas M.
Lih, Keh-Wei
Liisberg, Christian
Lim, M. J. S.
Lin, Cantian
Lin, Chio Shih
Lin, Hsien Elsa
Lin, In-Jen
Lin, Kuo Tung
Lin, Peng
Lin, Shen
Lin, Vladimir Ya.
Lin, Wei
Lin, Yi Xun
Lin, Zheng Yan
Lind, Douglas A.
Lindemayer, Aristid
Lindenbaum, A.
Lindenstrauss, Joram
Linder, Ernst
Lindgren, William F.
Lindner, Charles C.
Lindquester, Terri England
Lindstrom, Bernt
Lindvall, Torgny
Linek, Vaclav
Linfoot, Edward Hubert
Ling, Alan Chi Hung
Linnartz, Jean-Paul
Linneberg, Christian
Linnik, Yurii Vladimirovich
Lions, Jacques-Louis
Lipinski, Jan Stanislaw
Lipkin, E.
Lipman, Marc J.
Lipshitz, Leonard
Lipstein, Benjamin
Liptai, Kalman
Lipton, Richard J.
Lisan, Amha Tume
Lisonek, Petr
List, Albert
List, Rudy J.
Lister, William G.
Litman, Ami
Little, Charles H. C.
Littlewood, John Edensor
Litvak, Eugene L.
Liu, Andy C. F.
Liu, Bo Lian
Liu, Chung Laung
Liu, Gui Zhen
Liu, H. C.
Liu, Jiping
Liu, Kecheng
Liu, Lin Zhong
Liu, Xin-2
Liu, Xinming
Liu, Yi Ping
Liu, Zhen Hong-1
Liu, Zi Cheng
Livingston, Marilynn L.
Livne, Ron A.
Livsic, E. M.
Llewellyn, Donna Crystal
Llibre, Jaume
Lloyd, E. Keith
Locke, Stephen C.
Lockenhoff, H.-D.
Lockhart, Paul
Loeb, Peter A.
Loewner, Charles
Loewy, Raphael
Logan, Benjamin F., Jr.
Logan, Jonothan
Lohwater, Arthur J.
Loi, N. H.
Lokam, Satyanarayana V.
Lomnicki, Z. A.
Lomonaco, Samuel J., Jr.
Lomonosov, Mikhail Vasilevich
Lomonosov, Victor I.
Lomont, J. S.
London, David
London, Eran
London, H.
Long, Calvin T.
Longo, Giuseppe
Longobardi, Patrizia
Longpre, Luc
Longyear, Judith Q.
Lonie, Andrew
Lonz, Stephen A.
Loomis, Irene
Lopes, Artur
Lorberbom, Mordechai
Lorch, Lee
Lorentz, Rudolph A.
Loreti, Paola
Losonczi, Laszlo
Losonczy, Jozsef
Lossers, O. P.
Loten, Cynthia O. M.
Lotspeich, M.
Lou, Ding Jun
Loui, Michael C.
Loukakis, Emmanuel
Louveau, Alain
Low, Janice Lorraine
Low, Marc E.
Lu, T. J.
Lu, Xiao Yun-1
Lu, Xin Zhong
Lu, Yi Zhong
Lubachevsky, Boris D.
Lubeck, Olaf M.
Lubell, David
Lubin, Clarence I.
Lubinsky, Doron S.
Lubitch, Ronit
Lubiw, Anna
Lubotzky, Alexander
Luby, Michael
Luce, R. Duncan
Luchins, Edith H.
Luckman, J.
Ludescher, William H.
Ludwig, Monika
Luecking, Daniel H.
Lueker, George S.
Lukacs, Erzsebet
Lukacs, Eugene
Lukes, Richard F.
Luks, Eugene M.
Lund, Carsten
Lundgren, J. Richard
Lung, K.
Luszczki, Z.
Luttinger, J. M.
Lynch, James F.
Lyndon, Roger C.
Lynn, M. Stuart
Lyuu, Yuh-Dauh
Ma, Daowei
Ma, Yuan
Maass, Wolfgang
Mac Dowell, R.
Macaskill, M. J.
MacAulay, James B.
Macbeath, A. M.
Macdonald, A. H.
MacDougall, James A.
MacGillivray, Gary
MacGregor, Thomas H.
Macintyre, Angus
Macintyre, Sheila Scott
Mack, John E.
MacKendrick, Sharon
Mackey, George W.
MacLane, Gerald R.
MacLeod, R. A.
Macon, Nathaniel
Macphail, Moray S.
Macpherson, H. Dugald
MacWilliams, F. Jessie
Madan, Dilip B.
Maddox, Randall
Maddux, Roger D.
Madej, Tom
Madych, Wolodymyr R.
Maehara, Hiroshi
Maffray, Frederic
Magen, Avner
Magerl, Gerhard
Magliveras, Spyros S.
Magnanti, Thomas L.
Magnus, P.
Mahadev, N. V. R.
Mahajan, Sanjeev
Maharaj, Hiren
Maharam, Dorothy
Maheo, Maryvonne
Mahmoodian, Ebadollah S.
Mai, Liem
Maier, David
Maj, Mercede
Majewski, Bohdan S.
Major, Peter
Majumdar, Aniket
Makai, Endre
Makovoz, Yuly
Makowski, Andrzej
Makowsky, Johann Andreas
Maksa, Gyula
Malek, Mirolsaw
Maleki, Amir
Malik, Josef
Maliniak, Yoram
Malita, Mircea
Malitz, Jerome
Malka, Yossi
Malkevitch, Joseph
Malle, Gunther
Malliavin, Paul
Mallion, R. B.
Mallmann, Carlos A.
Mallows, Colin L.
Malti, Michel G.
Maly, Jan
Malyshko, Vladimir V.
Mamali, Catalin
Manalastas, P., Jr.
Manber, Rachel
Manber, Udi
Mandziuk, Malgorzata T.
Maneri, Carl C.
Mani-Levitska, Peter
Manickam, Nachimuthu
Mann, Avinoam
Mann, Henry B.
Mann, Jonah
Mannos, Murray
Manoussakis, Yannis G.
Manson, Karen E.
Mansour, Yishay
Manstavicius, Eugenijus
Manteuffel, Thomas A.
Manvel, Bennet
Marcus, Marvin
Marcus, Michael B.
Marcus, Yosi
Marcus-Roberts, Helen M.
Marczewski, Edward
Marden, Albert
Mardiyono, S.
Marechal, Odile
Margalit, Oded
Maric, Vojislav
Marica, John
Maritz, Milton
Mark, C.
Marker, David
Markert, Matthew
Marki, Laszlo
Markowitz, Harry M.
Markowsky, George
Markus, Lawrence
Markus, Lisa R.
Markvorsen, Steen
Marley, A. A. J.
Marshak, Robert E.
Marshall, Timothy Hamilton
Marstrand, John M.
Martin, Donald A.
Martin, Gaven J.
Martin, Harold W.
Martin, Keith M.
Martin, Michael S.
Martin, Olivier
Martin, Russell
Martin, William J.
Martin-Lof, Anders
Martin-Vide, Carlos
Martineau, Andre
Martinet, Jacques
Martinez, Jorge-2
Martini, Horst
Martins, Cleide
Marton, Katalin
Martynov, Gennadii Viktorovich
Marusic, Dragan
Marx, Imanuel
Marx, Morris L.
Maskin, Eric
Mason, David M.
Mason, David W.
Mason, John C.
Mason, John H.
Mason, R. C.
Massey, James L.
Massey, William A.
Massias, Jean-Pierre
Mastroianni, Giuseppe
Masurova, N. P.
Mateescu, Alexandru
Mathon, Rudolf A.
Mathur, K. K.
Matias, Yossi
Matousek, Jiri
Matsumoto, Kohji
Matsumoto, Makoto
Matsushita, Teresa A.
